"No.","Time","Source","Destination","Protocol","Length","Info"
"37715","43.931700","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=102023049 Ack=1 Win=1005 Len=1448 TSval=867181321 TSecr=2681718502"
"37768","43.969408","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=102096857 Ack=1 Win=1005 Len=8200 TSval=867181354 TSecr=2681718537"
"37786","43.998919","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=102174769 Ack=1 Win=1005 Len=4344 TSval=867181388 TSecr=2681718579"
"37838","44.032032","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=102255577 Ack=1 Win=1005 Len=1448 TSval=867181421 TSecr=2681718602"
"37870","44.071547","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=102330593 Ack=1 Win=1005 Len=8200 TSval=867181454 TSecr=2681718640"
"37884","44.098485","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=102408505 Ack=1 Win=1005 Len=2896 TSval=867181487 TSecr=2681718669"
"37905","44.132098","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=102487865 Ack=1 Win=1005 Len=1448 TSval=867181521 TSecr=2681718704"
"37928","44.165875","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=102564329 Ack=1 Win=1005 Len=4344 TSval=867181555 TSecr=2681718740"
"37987","44.198757","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=102642241 Ack=1 Win=1005 Len=1448 TSval=867181588 TSecr=2681718769"
"38009","44.232575","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=102717497 Ack=1 Win=1005 Len=2896 TSval=867181621 TSecr=2681718804"
"38027","44.265555","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=102796857 Ack=1 Win=1005 Len=1448 TSval=867181654 TSecr=2681718837"
"38066","44.299227","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=102871873 Ack=1 Win=1005 Len=2896 TSval=867181688 TSecr=2681718869"
"38108","44.332180","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=102951233 Ack=1 Win=1005 Len=1448 TSval=867181721 TSecr=2681718902"
"38129","44.366259","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=103027697 Ack=1 Win=1005 Len=8200 TSval=867181755 TSecr=2681718938"
"38179","44.398472","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=103105609 Ack=1 Win=1005 Len=2896 TSval=867181787 TSecr=2681718969"
"38199","44.432261","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=103183521 Ack=1 Win=1005 Len=2896 TSval=867181821 TSecr=2681719007"
"38227","44.465511","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=103257329 Ack=1 Win=1005 Len=4344 TSval=867181854 TSecr=2681719042"
"38248","44.499157","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=103338137 Ack=1 Win=1005 Len=1448 TSval=867181888 TSecr=2681719072"
"38271","44.536155","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=103413153 Ack=1 Win=1005 Len=8200 TSval=867181921 TSecr=2681719102"
"38285","44.565616","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=103491065 Ack=1 Win=1005 Len=2896 TSval=867181955 TSecr=2681719138"
"38331","44.598718","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=103568977 Ack=1 Win=1005 Len=2896 TSval=867181988 TSecr=2681719169"
"38371","44.632363","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=103646889 Ack=1 Win=1005 Len=2896 TSval=867182021 TSecr=2681719203"
"38411","44.665653","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=103723593 Ack=1 Win=1005 Len=1448 TSval=867182054 TSecr=2681719236"
"38450","44.699131","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=103798609 Ack=1 Win=1005 Len=4344 TSval=867182088 TSecr=2681719273"
"38492","44.732366","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=103876521 Ack=1 Win=1005 Len=4344 TSval=867182121 TSecr=2681719302"
"38550","44.765666","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=103954433 Ack=1 Win=1005 Len=7240 TSval=867182154 TSecr=2681719340"
"38577","44.798878","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=104032345 Ack=1 Win=1005 Len=4344 TSval=867182188 TSecr=2681719369"
"38603","44.832420","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=104110257 Ack=1 Win=1005 Len=4344 TSval=867182221 TSecr=2681719412"
"38631","44.869347","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=104185513 Ack=1 Win=1005 Len=6752 TSval=867182254 TSecr=2681719439"
"38649","44.899166","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=104264873 Ack=1 Win=1005 Len=1448 TSval=867182288 TSecr=2681719469"
"38672","44.934391","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=104339889 Ack=1 Win=1005 Len=2896 TSval=867182323 TSecr=2681719503"
"38703","44.969357","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=104417801 Ack=1 Win=1005 Len=8200 TSval=867182357 TSecr=2681719542"
"38739","45.001855","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=104495713 Ack=1 Win=1005 Len=8200 TSval=867182389 TSecr=2681719571"
"38761","45.034762","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=104573625 Ack=1 Win=1005 Len=8200 TSval=867182420 TSecr=2681719603"
"38784","45.064386","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=104651537 Ack=1 Win=1005 Len=2896 TSval=867182453 TSecr=2681719644"
"38812","45.099407","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=104728241 Ack=1 Win=1005 Len=1448 TSval=867182488 TSecr=2681719668"
"38836","45.137038","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=104803257 Ack=1 Win=1005 Len=8200 TSval=867182524 TSecr=2681719709"
"38852","45.166159","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=104881169 Ack=1 Win=1005 Len=5792 TSval=867182555 TSecr=2681719742"
"38869","45.199241","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=104959081 Ack=1 Win=1005 Len=2896 TSval=867182588 TSecr=2681719773"
"38887","45.231975","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=105036993 Ack=1 Win=1005 Len=2896 TSval=867182621 TSecr=2681719809"
"38942","45.272481","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=105114905 Ack=1 Win=1005 Len=8200 TSval=867182655 TSecr=2681719836"
"38954","45.299969","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=105188713 Ack=1 Win=1005 Len=4344 TSval=867182689 TSecr=2681719870"
"38992","45.332283","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=105266625 Ack=1 Win=1005 Len=8200 TSval=867182721 TSecr=2681719904"
"39021","45.367251","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=105344537 Ack=1 Win=1005 Len=4344 TSval=867182756 TSecr=2681719936"
"39048","45.400767","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=105422449 Ack=1 Win=1005 Len=8200 TSval=867182788 TSecr=2681719972"
"39065","45.432617","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=105500361 Ack=1 Win=1005 Len=5792 TSval=867182821 TSecr=2681720007"
"39106","45.465212","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=105578273 Ack=1 Win=1005 Len=1448 TSval=867182854 TSecr=2681720036"
"39142","45.502095","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=105656185 Ack=1 Win=1005 Len=2896 TSval=867182891 TSecr=2681720071"
"39198","45.532571","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=105732889 Ack=1 Win=1005 Len=1448 TSval=867182921 TSecr=2681720105"
"39230","45.567317","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=105810801 Ack=1 Win=1005 Len=5304 TSval=867182955 TSecr=2681720144"
"39267","45.598804","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=105885817 Ack=1 Win=1005 Len=4344 TSval=867182988 TSecr=2681720174"
"39287","45.634982","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=105963729 Ack=1 Win=1005 Len=2896 TSval=867183024 TSecr=2681720203"
"39318","45.667729","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=106041641 Ack=1 Win=1005 Len=8200 TSval=867183055 TSecr=2681720243"
"39344","45.699462","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=106119553 Ack=1 Win=1005 Len=7240 TSval=867183088 TSecr=2681720274"
"39373","45.732807","192.168.1.1","172.23.69.13","TCP","4176","80 → 50034 [PSH, ACK] Seq=106193361 Ack=1 Win=1005 Len=4104 TSval=867183121 TSecr=2681720302"
"39385","45.770639","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=106271273 Ack=1 Win=1005 Len=8200 TSval=867183156 TSecr=2681720337"
"39418","45.799470","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=106349185 Ack=1 Win=1005 Len=2896 TSval=867183188 TSecr=2681720371"
"39457","45.833965","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=106427097 Ack=1 Win=1005 Len=8200 TSval=867183221 TSecr=2681720403"
"39478","45.865754","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=106505009 Ack=1 Win=1005 Len=2896 TSval=867183255 TSecr=2681720436"
"39516","45.903860","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=106582921 Ack=1 Win=1005 Len=2896 TSval=867183293 TSecr=2681720469"
"39539","45.934933","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=106660833 Ack=1 Win=1005 Len=1448 TSval=867183324 TSecr=2681720511"
"39567","45.966557","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=106737537 Ack=1 Win=1005 Len=1448 TSval=867183355 TSecr=2681720540"
"39615","46.008302","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=106812553 Ack=1 Win=1005 Len=8200 TSval=867183388 TSecr=2681720574"
"39632","46.032955","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=106890465 Ack=1 Win=1005 Len=5792 TSval=867183422 TSecr=2681720606"
"39653","46.067464","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=106968377 Ack=1 Win=1005 Len=8200 TSval=867183455 TSecr=2681720638"
"39677","46.099519","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=107046289 Ack=1 Win=1005 Len=1448 TSval=867183488 TSecr=2681720669"
"39700","46.134017","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107124201 Ack=1 Win=1005 Len=8200 TSval=867183522 TSecr=2681720703"
"39731","46.171137","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107202113 Ack=1 Win=1005 Len=8200 TSval=867183556 TSecr=2681720736"
"39755","46.199069","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=107278817 Ack=1 Win=1005 Len=1448 TSval=867183588 TSecr=2681720770"
"39771","46.237751","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107353833 Ack=1 Win=1005 Len=8200 TSval=867183621 TSecr=2681720802"
"39792","46.265487","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=107433193 Ack=1 Win=1005 Len=1448 TSval=867183654 TSecr=2681720840"
"39848","46.300924","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107509657 Ack=1 Win=1005 Len=8200 TSval=867183688 TSecr=2681720875"
"39879","46.333310","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107587569 Ack=1 Win=1005 Len=8200 TSval=867183721 TSecr=2681720905"
"39896","46.365967","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=107665481 Ack=1 Win=1005 Len=2896 TSval=867183755 TSecr=2681720937"
"39918","46.399409","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107743393 Ack=1 Win=1005 Len=8200 TSval=867183788 TSecr=2681720969"
"39946","46.433562","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107817201 Ack=1 Win=1005 Len=8200 TSval=867183821 TSecr=2681721002"
"39983","46.466223","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=107898009 Ack=1 Win=1005 Len=5304 TSval=867183854 TSecr=2681721043"
"40003","46.499705","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=107973025 Ack=1 Win=1005 Len=8200 TSval=867183888 TSecr=2681721070"
"40027","46.532231","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=108050937 Ack=1 Win=1005 Len=2896 TSval=867183921 TSecr=2681721103"
"40053","46.568081","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108128849 Ack=1 Win=1005 Len=8200 TSval=867183954 TSecr=2681721141"
"40088","46.598738","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=108206761 Ack=1 Win=1005 Len=1448 TSval=867183988 TSecr=2681721169"
"40111","46.632457","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=108284673 Ack=1 Win=1005 Len=2896 TSval=867184021 TSecr=2681721203"
"40151","46.665635","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=108361377 Ack=1 Win=1005 Len=1448 TSval=867184054 TSecr=2681721236"
"40187","46.699758","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108436393 Ack=1 Win=1005 Len=8200 TSval=867184088 TSecr=2681721270"
"40221","46.732891","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=108514305 Ack=1 Win=1005 Len=4344 TSval=867184122 TSecr=2681721307"
"40258","46.767175","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108592217 Ack=1 Win=1005 Len=8200 TSval=867184155 TSecr=2681721337"
"40290","46.798889","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=108670129 Ack=1 Win=1005 Len=2896 TSval=867184188 TSecr=2681721372"
"40354","46.839171","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108748041 Ack=1 Win=1005 Len=8200 TSval=867184221 TSecr=2681721402"
"40370","46.867799","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108825953 Ack=1 Win=1005 Len=8200 TSval=867184254 TSecr=2681721438"
"40386","46.901030","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108899761 Ack=1 Win=1005 Len=8200 TSval=867184288 TSecr=2681721470"
"40412","46.933744","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=108977673 Ack=1 Win=1005 Len=8200 TSval=867184321 TSecr=2681721505"
"40443","46.967196","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109055585 Ack=1 Win=1005 Len=8200 TSval=867184355 TSecr=2681721536"
"40464","47.001634","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109133497 Ack=1 Win=1005 Len=8200 TSval=867184388 TSecr=2681721569"
"40483","47.032815","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109211409 Ack=1 Win=1005 Len=8200 TSval=867184421 TSecr=2681721602"
"40551","47.065279","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=109290769 Ack=1 Win=1005 Len=1448 TSval=867184454 TSecr=2681721636"
"40594","47.102836","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109367233 Ack=1 Win=1005 Len=8200 TSval=867184489 TSecr=2681721669"
"40619","47.132685","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=109449241 Ack=1 Win=1005 Len=1448 TSval=867184522 TSecr=2681721707"
"40641","47.166200","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=109528601 Ack=1 Win=1005 Len=1448 TSval=867184555 TSecr=2681721742"
"40679","47.206314","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109609161 Ack=1 Win=1005 Len=8200 TSval=867184588 TSecr=2681721770"
"40693","47.232545","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=109687073 Ack=1 Win=1005 Len=1448 TSval=867184621 TSecr=2681721806"
"40759","47.267220","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109764985 Ack=1 Win=1005 Len=8200 TSval=867184655 TSecr=2681721836"
"40786","47.301553","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109842897 Ack=1 Win=1005 Len=8200 TSval=867184688 TSecr=2681721869"
"40832","47.336301","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=109920809 Ack=1 Win=1005 Len=8200 TSval=867184722 TSecr=2681721903"
"40866","47.366976","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=110001617 Ack=1 Win=1005 Len=4344 TSval=867184755 TSecr=2681721937"
"40907","47.398933","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=110078081 Ack=1 Win=1005 Len=2896 TSval=867184788 TSecr=2681721979"
"40940","47.433394","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=110154545 Ack=1 Win=1005 Len=2896 TSval=867184822 TSecr=2681722002"
"40973","47.465362","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=110233905 Ack=1 Win=1005 Len=2896 TSval=867184854 TSecr=2681722044"
"41000","47.498948","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=110310369 Ack=1 Win=1005 Len=1448 TSval=867184888 TSecr=2681722076"
"41020","47.532078","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=110388281 Ack=1 Win=1005 Len=1448 TSval=867184921 TSecr=2681722108"
"41061","47.566745","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=110466193 Ack=1 Win=1005 Len=8200 TSval=867184954 TSecr=2681722136"
"41078","47.601187","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=110544105 Ack=1 Win=1005 Len=8200 TSval=867184987 TSecr=2681722170"
"41097","47.632623","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=110622017 Ack=1 Win=1005 Len=1448 TSval=867185021 TSecr=2681722202"
"41139","47.672080","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=110699929 Ack=1 Win=1005 Len=8200 TSval=867185055 TSecr=2681722236"
"41154","47.702409","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=110779289 Ack=1 Win=1005 Len=6752 TSval=867185089 TSecr=2681722276"
"41189","47.732854","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=110858649 Ack=1 Win=1005 Len=1448 TSval=867185122 TSecr=2681722303"
"41221","47.770745","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=110933665 Ack=1 Win=1005 Len=8200 TSval=867185155 TSecr=2681722336"
"41247","47.800374","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111015673 Ack=1 Win=1005 Len=8200 TSval=867185188 TSecr=2681722369"
"41268","47.835014","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111093585 Ack=1 Win=1005 Len=8200 TSval=867185221 TSecr=2681722404"
"41295","47.865563","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=111171497 Ack=1 Win=1005 Len=1448 TSval=867185254 TSecr=2681722444"
"41335","47.904320","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111249409 Ack=1 Win=1005 Len=8200 TSval=867185288 TSecr=2681722480"
"41355","47.932737","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111327321 Ack=1 Win=1005 Len=8200 TSval=867185321 TSecr=2681722503"
"41394","47.965255","192.168.1.1","172.23.69.13","TCP","1280","80 → 50034 [PSH, ACK] Seq=111408129 Ack=1 Win=1005 Len=1208 TSval=867185354 TSecr=2681722536"
"41413","47.998993","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=111487249 Ack=1 Win=1005 Len=1448 TSval=867185388 TSecr=2681722573"
"41460","48.033637","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111565161 Ack=1 Win=1005 Len=8200 TSval=867185422 TSecr=2681722603"
"41477","48.069290","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111647169 Ack=1 Win=1005 Len=8200 TSval=867185455 TSecr=2681722641"
"41506","48.102254","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111725081 Ack=1 Win=1005 Len=8200 TSval=867185488 TSecr=2681722670"
"41532","48.132872","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=111802993 Ack=1 Win=1005 Len=8200 TSval=867185521 TSecr=2681722704"
"41562","48.165951","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=111882353 Ack=1 Win=1005 Len=2896 TSval=867185555 TSecr=2681722736"
"41599","48.199372","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=111962913 Ack=1 Win=1005 Len=1448 TSval=867185588 TSecr=2681722774"
"41649","48.238584","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=112040825 Ack=1 Win=1005 Len=8200 TSval=867185622 TSecr=2681722803"
"41662","48.272346","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=112118737 Ack=1 Win=1005 Len=8200 TSval=867185654 TSecr=2681722837"
"41678","48.299535","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=112196649 Ack=1 Win=1005 Len=1448 TSval=867185688 TSecr=2681722870"
"41723","48.332154","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=112276009 Ack=1 Win=1005 Len=1448 TSval=867185721 TSecr=2681722903"
"41744","48.365745","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=112353921 Ack=1 Win=1005 Len=1448 TSval=867185755 TSecr=2681722935"
"41758","48.398915","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=112431833 Ack=1 Win=1005 Len=2896 TSval=867185788 TSecr=2681722971"
"41799","48.433340","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=112512393 Ack=1 Win=1005 Len=8200 TSval=867185821 TSecr=2681723009"
"41846","48.466008","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=112590305 Ack=1 Win=1005 Len=1448 TSval=867185855 TSecr=2681723036"
"41879","48.499093","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=112669665 Ack=1 Win=1005 Len=2896 TSval=867185888 TSecr=2681723072"
"41923","48.532305","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=112747577 Ack=1 Win=1005 Len=2896 TSval=867185921 TSecr=2681723104"
"41974","48.565755","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=112828137 Ack=1 Win=1005 Len=1448 TSval=867185955 TSecr=2681723144"
"42015","48.599344","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=112906049 Ack=1 Win=1005 Len=1448 TSval=867185988 TSecr=2681723169"
"42056","48.632846","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=112983961 Ack=1 Win=1005 Len=7240 TSval=867186021 TSecr=2681723204"
"42099","48.666027","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113061873 Ack=1 Win=1005 Len=1448 TSval=867186055 TSecr=2681723239"
"42145","48.699244","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113139785 Ack=1 Win=1005 Len=1448 TSval=867186088 TSecr=2681723270"
"42181","48.732822","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=113217697 Ack=1 Win=1005 Len=5792 TSval=867186121 TSecr=2681723316"
"42209","48.765986","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113294401 Ack=1 Win=1005 Len=1448 TSval=867186155 TSecr=2681723336"
"42254","48.799121","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=113369417 Ack=1 Win=1005 Len=7240 TSval=867186188 TSecr=2681723369"
"42274","48.834129","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=113447329 Ack=1 Win=1005 Len=8200 TSval=867186221 TSecr=2681723402"
"42293","48.865581","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113526689 Ack=1 Win=1005 Len=1448 TSval=867186254 TSecr=2681723439"
"42312","48.899015","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113603153 Ack=1 Win=1005 Len=1448 TSval=867186288 TSecr=2681723469"
"42349","48.933582","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=113681065 Ack=1 Win=1005 Len=8200 TSval=867186321 TSecr=2681723504"
"42390","48.968650","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=113754873 Ack=1 Win=1005 Len=8200 TSval=867186355 TSecr=2681723535"
"42426","48.998880","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=113834233 Ack=1 Win=1005 Len=2896 TSval=867186388 TSecr=2681723569"
"42473","49.032557","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113912145 Ack=1 Win=1005 Len=1448 TSval=867186421 TSecr=2681723604"
